"Date","Price","Open","High","Low","Vol.","Change %"
"04/11/2012","7,163.50","7,320.98","7,434.96","7,064.34","753.56M","-2.72%"
"28/10/2012","7,363.85","7,205.05","7,391.04","7,171.96","510.24M","1.83%"
"21/10/2012","7,231.85","7,372.36","7,390.10","7,120.68","570.96M","-2.02%"
"14/10/2012","7,380.64","7,237.40","7,447.81","7,237.40","713.90M","2.05%"
"07/10/2012","7,232.49","7,340.39","7,341.28","7,182.31","561.82M","-2.24%"
"30/09/2012","7,397.87","7,227.81","7,409.78","7,225.29","604.36M","2.52%"
"23/09/2012","7,216.15","7,419.65","7,440.49","7,215.95","749.83M","-3.16%"
"16/09/2012","7,451.62","7,390.29","7,478.53","7,304.25","946.03M","0.53%"
"09/09/2012","7,412.13","7,207.96","7,446.47","7,186.63","983.22M","2.74%"
"02/09/2012","7,214.50","6,946.61","7,248.51","6,892.86","736.09M","3.50%"
"26/08/2012","6,970.79","6,960.02","7,049.48","6,871.00","469.20M","0.00%"
"19/08/2012","6,971.07","7,037.02","7,105.43","6,885.98","569.45M","-0.99%"
"12/08/2012","7,040.88","6,935.51","7,041.11","6,882.03","554.17M","1.39%"
"05/08/2012","6,944.56","6,845.88","6,989.15","6,845.88","684.22M","1.15%"
"29/07/2012","6,865.66","6,729.19","6,876.74","6,596.21","821.02M","2.63%"
"22/07/2012","6,689.40","6,561.87","6,690.43","6,324.53","800.19M","0.90%"
"15/07/2012","6,630.02","6,550.95","6,775.74","6,511.18","662.93M","1.11%"
"08/07/2012","6,557.10","6,408.64","6,557.10","6,349.62","651.79M","2.29%"
"01/07/2012","6,410.11","6,405.39","6,641.86","6,390.55","737.61M","-0.10%"
"24/06/2012","6,416.28","6,229.43","6,416.28","6,096.94","887.03M","2.44%"
"17/06/2012","6,263.25","6,304.77","6,427.49","6,221.87","713.83M","0.54%"
"10/06/2012","6,229.41","6,255.65","6,287.54","6,078.22","904.55M","1.61%"
"03/06/2012","6,130.82","5,976.46","6,230.22","5,914.43","680.40M","1.33%"
"27/05/2012","6,050.29","6,425.10","6,441.26","6,008.47","720.33M","-4.57%"
"20/05/2012","6,339.94","6,269.31","6,446.00","6,244.02","737.11M","1.10%"
"13/05/2012","6,271.22","6,499.79","6,520.86","6,229.30","809.05M","-4.69%"
"06/05/2012","6,579.93","6,515.94","6,589.01","6,375.79","781.24M","0.28%"
"29/04/2012","6,561.47","6,844.10","6,875.87","6,546.00","617.98M","-3.53%"
"22/04/2012","6,801.32","6,666.79","6,825.41","6,499.07","872.26M","0.76%"
"15/04/2012","6,750.12","6,556.30","6,812.84","6,548.39","841.45M","2.52%"
"08/04/2012","6,583.90","6,694.72","6,761.78","6,552.32","723.84M","-2.82%"
"01/04/2012","6,775.26","6,973.99","7,081.06","6,685.80","658.09M","-2.47%"
"25/03/2012","6,946.83","7,022.64","7,153.68","6,841.97","697.40M","-0.70%"
"18/03/2012","6,995.62","7,143.93","7,154.83","6,908.97","729.20M","-2.27%"
"11/03/2012","7,157.82","6,868.97","7,194.33","6,846.90","997.64M","4.03%"
"04/03/2012","6,880.21","6,876.89","6,912.42","6,612.61","929.42M","-0.59%"
"26/02/2012","6,921.37","6,817.46","6,967.14","6,743.65","898.26M","0.83%"
"19/02/2012","6,864.43","6,892.04","6,971.03","6,733.59","817.64M","0.24%"
"12/02/2012","6,848.03","6,748.68","6,874.53","6,651.72","787.63M","2.32%"
"05/02/2012","6,692.96","6,752.03","6,838.13","6,649.56","957.60M","-1.09%"
"29/01/2012","6,766.67","6,454.54","6,767.46","6,414.33","859.68M","3.91%"
"22/01/2012","6,511.98","6,387.33","6,574.19","6,339.00","1.03B","1.68%"
"15/01/2012","6,404.39","6,120.40","6,431.26","6,104.11","1.07B","4.25%"
"08/01/2012","6,143.08","6,061.26","6,256.95","5,987.75","868.82M","1.41%"
"01/01/2012","6,057.92","5,900.18","6,179.03","5,900.18","560.12M","2.71%"
"25/12/2011","5,898.35","5,900.70","5,924.38","5,771.27","209.62M","0.33%"
"18/12/2011","5,878.93","5,651.74","5,965.35","5,637.53","519.97M","3.11%"
"11/12/2011","5,701.78","5,945.19","5,952.55","5,675.14","1.03B","-4.76%"
"04/12/2011","5,986.71","6,137.87","6,170.04","5,802.36","875.47M","-1.55%"
"27/11/2011","6,080.68","5,577.19","6,169.64","5,573.00","919.06M","10.70%"
"20/11/2011","5,492.87","5,767.09","5,771.70","5,366.50","957.86M","-5.30%"
"13/11/2011","5,800.24","6,097.27","6,116.07","5,769.69","748.95M","-4.24%"
"06/11/2011","6,057.03","5,905.93","6,087.06","5,721.97","899.83M","1.52%"
"30/10/2011","5,966.16","6,283.19","6,304.84","5,762.26","1.08B","-5.99%"
"23/10/2011","6,346.19","6,014.36","6,430.60","5,937.58","1.01B","6.28%"
"16/10/2011","5,970.96","6,021.29","6,081.41","5,747.65","820.86M","0.06%"
"09/10/2011","5,967.20","5,705.40","6,037.29","5,652.99","840.66M","5.14%"
"02/10/2011","5,675.70","5,311.93","5,749.13","5,125.44","893.11M","3.16%"
"25/09/2011","5,502.02","5,128.56","5,704.41","5,118.19","1.00B","5.88%"
"18/09/2011","5,196.56","5,447.32","5,577.60","4,973.92","871.09M","-6.76%"
"11/09/2011","5,573.51","5,063.59","5,655.95","4,965.80","1.39B","7.39%"
"04/09/2011","5,189.93","5,409.87","5,473.68","5,150.05","1.01B","-6.29%"
"28/08/2011","5,538.33","5,634.06","5,869.65","5,493.31","848.65M","0.02%"
"21/08/2011","5,537.48","5,412.75","5,777.04","5,403.58","930.23M","1.05%"
"14/08/2011","5,480.00","6,075.59","6,106.11","5,345.36","1.15B","-8.63%"
"07/08/2011","5,997.74","6,170.69","6,272.94","5,487.82","1.80B","-3.82%"
"31/07/2011","6,236.16","7,254.50","7,282.01","6,152.62","1.29B","-12.89%"
"24/07/2011","7,158.77","7,273.60","7,382.80","7,063.82","692.92M","-2.29%"
"17/07/2011","7,326.39","7,162.82","7,357.25","7,089.09","949.73M","1.47%"
"10/07/2011","7,220.12","7,352.73","7,358.50","6,996.26","948.02M","-2.47%"
"03/07/2011","7,402.73","7,427.14","7,523.53","7,389.80","565.44M","-0.23%"
"26/06/2011","7,419.44","7,101.15","7,443.20","7,075.19","693.60M","4.19%"
"19/06/2011","7,121.38","7,078.59","7,310.10","7,063.86","663.48M","-0.60%"
"12/06/2011","7,164.05","7,075.91","7,231.49","7,017.98","835.05M","1.33%"
"05/06/2011","7,069.90","7,095.40","7,183.78","6,991.62","662.08M","-0.55%"
"29/05/2011","7,109.03","7,165.00","7,319.69","7,021.36","817.93M","-0.76%"
"22/05/2011","7,163.47","7,158.08","7,217.24","7,071.42","1.03B","-1.42%"
"15/05/2011","7,266.82","7,348.12","7,415.65","7,228.13","777.00M","-1.84%"
"08/05/2011","7,403.31","7,461.35","7,566.41","7,356.76","639.91M","-1.19%"
"01/05/2011","7,492.25","7,570.86","7,600.41","7,291.39","787.37M","-0.30%"
"24/04/2011","7,514.46","7,288.77","7,514.69","7,278.52","421.97M","3.00%"
"17/04/2011","7,295.49","7,165.99","7,316.53","6,994.56","552.73M","1.63%"
"10/04/2011","7,178.29","7,215.34","7,224.74","7,089.17","759.48M","-0.54%"
"03/04/2011","7,217.02","7,178.59","7,242.69","7,129.41","580.57M","0.52%"
"27/03/2011","7,179.81","6,931.86","7,192.38","6,867.42","466.62M","3.36%"
"20/03/2011","6,946.36","6,782.30","6,985.25","6,720.02","618.22M","4.23%"
"13/03/2011","6,664.40","6,896.31","6,946.44","6,483.39","1.06B","-4.54%"
"06/03/2011","6,981.49","7,137.81","7,270.81","6,963.31","633.95M","-2.75%"
"27/02/2011","7,178.90","7,173.59","7,356.33","7,122.69","517.58M","-0.09%"
"20/02/2011","7,185.17","7,412.06","7,441.82","7,093.91","591.82M","-3.25%"
"13/02/2011","7,426.81","7,403.83","7,438.42","7,364.04","528.09M","0.75%"
"06/02/2011","7,371.20","7,222.05","7,390.48","7,214.05","475.38M","2.15%"
"30/01/2011","7,216.21","7,094.56","7,226.64","7,033.09","523.80M","1.60%"
"23/01/2011","7,102.80","7,080.78","7,180.15","7,000.41","563.45M","0.57%"
"16/01/2011","7,062.42","7,072.75","7,165.00","7,008.62","639.33M","-0.19%"
"09/01/2011","7,075.70","6,920.36","7,084.07","6,835.74","616.43M","1.84%"
"02/01/2011","6,947.84","6,973.39","7,047.59","6,842.90","450.56M","0.49%"
"26/12/2010","6,914.19","7,055.32","7,056.34","6,897.22","159.56M","-2.03%"
"19/12/2010","7,057.69","7,000.38","7,087.84","6,992.67","245.16M","1.08%"
"12/12/2010","6,982.45","7,027.58","7,044.87","6,964.13","508.71M","-0.34%"
"05/12/2010","7,006.17","6,970.24","7,042.67","6,926.57","525.90M","0.84%"
"28/11/2010","6,947.72","6,867.77","6,977.91","6,655.94","611.59M","1.44%"
"21/11/2010","6,848.98","6,892.02","6,901.93","6,701.98","517.78M","0.08%"
"14/11/2010","6,843.55","6,705.13","6,854.09","6,653.57","519.77M","1.62%"
"07/11/2010","6,734.61","6,746.44","6,810.86","6,617.97","566.12M","-0.29%"
"31/10/2010","6,754.20","6,637.09","6,775.17","6,586.01","471.60M","2.32%"
"24/10/2010","6,601.37","6,645.45","6,668.54","6,553.25","486.78M","-0.07%"
"17/10/2010","6,605.84","6,465.83","6,623.94","6,461.48","450.75M","1.75%"
"10/10/2010","6,492.30","6,308.43","6,512.78","6,228.39","574.77M","3.19%"
"03/10/2010","6,291.67","6,205.00","6,321.79","6,115.87","531.10M","1.29%"
"26/09/2010","6,211.34","6,307.87","6,339.36","6,187.22","578.39M","-1.38%"
"19/09/2010","6,298.30","6,231.28","6,339.97","6,129.44","594.27M","1.43%"
"12/09/2010","6,209.76","6,258.51","6,321.20","6,185.74","641.35M","-0.08%"
"05/09/2010","6,214.77","6,156.29","6,233.07","6,062.65","450.15M","1.31%"
"29/08/2010","6,134.62","5,973.48","6,178.01","5,833.51","471.62M","3.08%"
"22/08/2010","5,951.17","6,017.19","6,055.23","5,837.90","480.29M","-0.90%"
"15/08/2010","6,005.16","6,132.78","6,229.46","5,999.63","451.57M","-1.72%"
"08/08/2010","6,110.41","6,326.62","6,356.41","6,068.82","472.88M","-2.38%"
"01/08/2010","6,259.63","6,187.64","6,386.97","6,182.68","531.89M","1.82%"
"25/07/2010","6,147.97","6,201.02","6,253.64","6,059.19","527.22M","-0.30%"
"18/07/2010","6,166.34","6,034.87","6,190.24","5,906.04","439.31M","2.09%"
"11/07/2010","6,040.27","6,079.95","6,248.07","6,018.64","541.98M","-0.41%"
"04/07/2010","6,065.24","5,853.75","6,078.56","5,809.37","473.13M","3.96%"
"27/06/2010","5,834.15","6,097.37","6,168.99","5,827.25","550.88M","-3.90%"
"20/06/2010","6,070.60","6,320.41","6,330.81","6,039.56","491.82M","-2.35%"
"13/06/2010","6,216.98","6,113.46","6,256.55","6,089.32","708.39M","2.80%"
"06/06/2010","6,047.83","5,876.48","6,089.43","5,798.76","659.30M","1.83%"
"30/05/2010","5,938.88","5,933.58","6,114.58","5,833.61","506.33M","-0.12%"
"23/05/2010","5,946.18","5,858.45","5,980.78","5,607.68","741.67M","2.01%"
"16/05/2010","5,829.25","6,029.91","6,181.26","5,689.18","987.09M","-3.76%"
"09/05/2010","6,056.71","5,814.41","6,276.80","5,805.98","930.91M","5.98%"
"02/05/2010","5,715.09","6,122.76","6,197.00","5,655.18","1.18B","-6.86%"
"25/04/2010","6,135.70","6,317.13","6,341.52","6,024.01","907.51M","-1.98%"
"18/04/2010","6,259.53","6,158.60","6,287.54","6,140.38","715.00M","1.27%"
"11/04/2010","6,180.90","6,283.81","6,310.76","6,162.84","638.34M","-1.10%"
"04/04/2010","6,249.70","6,250.01","6,265.32","6,138.02","384.17M","0.23%"
"28/03/2010","6,235.56","6,150.17","6,238.57","6,108.23","413.85M","1.89%"
"21/03/2010","6,120.05","5,960.85","6,139.50","5,910.85","590.04M","2.30%"
"14/03/2010","5,982.43","5,933.63","6,041.95","5,898.22","642.63M","0.63%"
"07/03/2010","5,945.11","5,891.74","5,989.88","5,838.17","494.77M","1.15%"
"28/02/2010","5,877.36","5,652.85","5,880.25","5,641.18","534.86M","4.98%"
"21/02/2010","5,598.46","5,741.00","5,743.89","5,518.27","628.15M","-2.16%"
"14/02/2010","5,722.05","5,525.74","5,729.58","5,498.07","537.28M","4.03%"
"07/02/2010","5,500.39","5,476.47","5,592.27","5,434.40","637.46M","1.22%"
"31/01/2010","5,434.34","5,587.50","5,733.71","5,433.02","806.86M","-3.11%"
"24/01/2010","5,608.79","5,662.85","5,718.81","5,540.33","798.93M","-1.52%"
"17/01/2010","5,695.32","5,897.63","5,988.80","5,639.49","627.89M","-3.07%"
"10/01/2010","5,875.97","6,057.93","6,094.26","5,866.84","619.16M","-2.68%"
"03/01/2010","6,037.61","5,975.52","6,058.02","5,961.25","590.46M","1.35%"
"27/12/2009","5,957.43","5,977.99","6,026.69","5,949.45","121.13M","0.00%"
"20/12/2009","5,957.44","5,841.81","5,988.28","5,841.69","243.35M","2.16%"
"13/12/2009","5,831.21","5,803.20","5,903.43","5,752.21","612.73M","1.30%"
"06/12/2009","5,756.29","5,812.11","5,812.69","5,605.43","462.98M","-1.05%"
"29/11/2009","5,817.65","5,691.84","5,859.34","5,607.82","549.24M","2.32%"
"22/11/2009","5,685.61","5,689.38","5,825.87","5,519.48","528.05M","0.40%"
"15/11/2009","5,663.15","5,717.46","5,843.27","5,638.33","567.66M","-0.42%"
"08/11/2009","5,686.83","5,514.34","5,726.38","5,514.34","463.25M","3.62%"
"01/11/2009","5,488.25","5,410.61","5,526.86","5,312.64","664.81M","1.35%"
"25/10/2009","5,414.96","5,764.03","5,799.42","5,394.80","822.22M","-5.67%"
"18/10/2009","5,740.25","5,761.30","5,888.21","5,712.82","582.77M","-0.05%"
"11/10/2009","5,743.39","5,727.31","5,885.78","5,695.16","633.36M","0.55%"
"04/10/2009","5,711.88","5,477.81","5,748.33","5,440.23","523.10M","4.46%"
"27/09/2009","5,467.90","5,595.36","5,756.26","5,442.32","666.45M","-2.03%"
"20/09/2009","5,581.41","5,698.53","5,754.04","5,559.47","510.39M","-2.15%"
"13/09/2009","5,703.83","5,599.58","5,760.83","5,532.30","616.78M","1.42%"
"06/09/2009","5,624.02","5,400.76","5,653.15","5,400.76","557.02M","4.45%"
"30/08/2009","5,384.43","5,474.62","5,507.48","5,263.11","477.97M","-2.41%"
"23/08/2009","5,517.35","5,482.60","5,575.53","5,432.06","414.95M","1.00%"
"16/08/2009","5,462.74","5,296.33","5,478.18","5,158.60","409.83M","2.89%"
"09/08/2009","5,309.11","5,451.79","5,455.27","5,252.15","418.66M","-2.75%"
"02/08/2009","5,458.96","5,330.87","5,480.93","5,309.35","499.57M","2.38%"
"26/07/2009","5,332.14","5,277.72","5,396.95","5,159.25","534.70M","1.97%"
"19/07/2009","5,229.36","5,014.50","5,301.91","5,007.95","437.46M","5.04%"
"12/07/2009","4,978.40","4,564.94","5,017.60","4,524.01","474.84M","8.79%"
"05/07/2009","4,576.31","4,669.66","4,703.30","4,558.00","419.53M","-2.80%"
"28/06/2009","4,708.21","4,768.11","4,930.35","4,685.27","457.08M","-1.43%"
"21/06/2009","4,776.47","4,837.28","4,866.80","4,669.80","496.94M","-1.30%"
"14/06/2009","4,839.46","5,051.35","5,051.35","4,761.20","672.41M","-4.53%"
"07/06/2009","5,069.24","5,060.72","5,133.40","4,969.96","411.07M","-0.15%"
"31/05/2009","5,077.03","4,992.10","5,177.59","4,991.21","444.81M","2.76%"
"24/05/2009","4,940.82","4,936.04","5,035.51","4,802.80","464.12M","0.45%"
"17/05/2009","4,918.75","4,702.81","5,060.76","4,655.53","560.21M","3.83%"
"10/05/2009","4,737.50","4,907.29","4,926.69","4,653.25","687.77M","-3.59%"
"03/05/2009","4,913.90","4,790.03","4,980.30","4,781.97","776.47M","3.03%"
"26/04/2009","4,769.45","4,625.41","4,837.22","4,547.90","610.64M","2.04%"
"19/04/2009","4,674.32","4,655.84","4,674.73","4,390.70","857.52M","-0.05%"
"12/04/2009","4,676.84","4,489.02","4,680.63","4,461.48","508.43M","4.14%"
"05/04/2009","4,491.12","4,421.71","4,510.74","4,228.89","477.29M","2.42%"
"29/03/2009","4,384.99","4,175.41","4,456.30","3,987.39","715.47M","4.32%"
"22/03/2009","4,203.55","4,109.28","4,272.12","4,102.34","684.82M","3.31%"
"15/03/2009","4,068.74","3,990.83","4,137.80","3,947.28","898.63M","2.91%"
"08/03/2009","3,953.60","3,677.07","4,053.84","3,588.89","856.04M","7.83%"
"01/03/2009","3,666.41","3,817.51","3,891.71","3,638.00","789.01M","-4.61%"
"22/02/2009","3,843.74","4,057.25","4,111.52","3,764.69","828.22M","-4.26%"
"15/02/2009","4,014.66","4,386.46","4,421.78","4,014.66","673.56M","-9.03%"
"08/02/2009","4,413.39","4,627.83","4,688.59","4,371.47","640.48M","-4.98%"
"01/02/2009","4,644.63","4,309.17","4,657.06","4,198.15","673.01M","7.06%"
"25/01/2009","4,338.35","4,165.71","4,533.70","4,145.12","739.23M","3.81%"
"18/01/2009","4,178.94","4,409.88","4,452.57","4,067.43","776.54M","-4.29%"
"11/01/2009","4,366.28","4,765.38","4,791.96","4,295.76","829.12M","-8.73%"
"04/01/2009","4,783.89","5,010.18","5,111.02","4,743.97","727.60M","-3.80%"
"28/12/2008","4,973.07","4,660.17","4,974.73","4,655.91","284.83M","7.42%"
"21/12/2008","4,629.38","4,693.66","4,718.60","4,575.52","245.19M","-1.43%"
"14/12/2008","4,696.70","4,718.39","4,785.32","4,627.46","856.70M","0.71%"
"07/12/2008","4,663.37","4,548.87","4,850.39","4,521.52","812.54M","6.43%"
"30/11/2008","4,381.47","4,653.12","4,732.93","4,304.03","925.51M","-6.17%"
"23/11/2008","4,669.44","4,167.71","4,703.67","4,154.55","806.22M","13.13%"
"16/11/2008","4,127.41","4,700.50","4,733.79","4,034.96","878.48M","-12.37%"
"09/11/2008","4,710.24","5,024.43","5,135.15","4,524.89","729.24M","-4.62%"
"02/11/2008","4,938.46","5,053.94","5,302.57","4,751.24","880.78M","-0.99%"
"26/10/2008","4,987.97","4,143.45","5,066.81","4,062.77","1.62B","16.12%"
"19/10/2008","4,295.67","4,891.76","4,941.19","4,014.60","1.05B","-10.16%"
"12/10/2008","4,781.33","4,642.02","5,383.79","4,521.91","1.52B","5.22%"
"05/10/2008","4,544.31","5,606.07","5,606.07","4,308.00","1.73B","-21.61%"
"28/09/2008","5,797.03","6,010.10","6,015.59","5,617.81","1.19B","-4.39%"
"21/09/2008","6,063.50","6,188.58","6,235.13","6,001.01","787.48M","-2.04%"
"14/09/2008","6,189.53","6,138.42","6,220.29","5,812.77","1.74B","-0.73%"
"07/09/2008","6,234.89","6,262.34","6,356.80","6,086.30","852.05M","1.75%"
"31/08/2008","6,127.44","6,400.85","6,553.90","6,095.56","761.14M","-4.59%"
"24/08/2008","6,422.30","6,332.94","6,457.93","6,238.07","548.99M","1.26%"
"17/08/2008","6,342.42","6,436.14","6,485.91","6,219.10","555.38M","-1.61%"
"10/08/2008","6,446.02","6,570.52","6,626.70","6,369.58","665.83M","-1.76%"
"03/08/2008","6,561.65","6,403.30","6,620.77","6,322.01","725.86M","2.58%"
"27/07/2008","6,396.46","6,428.36","6,540.45","6,264.74","717.30M","-0.63%"
"20/07/2008","6,436.71","6,381.44","6,577.10","6,322.03","853.27M","0.85%"
"13/07/2008","6,382.65","6,184.65","6,396.30","5,999.32","972.98M","3.73%"
"06/07/2008","6,153.30","6,312.32","6,416.24","6,139.74","802.42M","-1.90%"
"29/06/2008","6,272.21","6,423.37","6,446.54","6,200.56","869.76M","-2.33%"
"22/06/2008","6,421.91","6,586.83","6,628.72","6,348.03","783.54M","-2.38%"
"15/06/2008","6,578.44","6,773.43","6,855.84","6,547.40","813.84M","-2.76%"
"08/06/2008","6,765.32","6,790.18","6,839.32","6,637.75","729.55M","-0.57%"
"01/06/2008","6,803.81","7,098.70","7,102.05","6,796.28","629.73M","-4.13%"
"25/05/2008","7,096.79","6,923.94","7,124.61","6,905.86","632.81M","2.20%"
"18/05/2008","6,944.05","7,177.02","7,231.86","6,934.54","659.92M","-2.97%"
"11/05/2008","7,156.55","7,021.29","7,205.96","7,001.33","651.57M","2.19%"
"04/05/2008","7,003.17","7,036.99","7,107.53","6,961.63","605.22M","-0.57%"
"27/04/2008","7,043.23","6,914.40","7,092.82","6,851.52","526.26M","2.13%"
"20/04/2008","6,896.58","6,840.68","6,945.25","6,656.86","746.45M","0.78%"
"13/04/2008","6,843.08","6,561.90","6,860.38","6,516.51","664.74M","3.63%"
"06/04/2008","6,603.57","6,802.55","6,843.25","6,570.74","644.89M","-2.36%"
"30/03/2008","6,763.39","6,530.11","6,806.66","6,429.62","763.87M","3.10%"
"23/03/2008","6,559.90","6,443.45","6,616.45","6,443.36","646.68M","3.80%"
"16/03/2008","6,319.99","6,360.92","6,469.99","6,167.82","1.14B","-2.04%"
"09/03/2008","6,451.90","6,487.11","6,666.58","6,391.56","887.34M","-0.95%"
"02/03/2008","6,513.99","6,692.98","6,720.16","6,450.88","846.54M","-3.47%"
"24/02/2008","6,748.13","6,850.92","7,017.70","6,698.55","790.42M","-0.85%"
"17/02/2008","6,806.29","6,865.57","7,079.74","6,762.77","748.18M","-0.38%"
"10/02/2008","6,832.43","6,723.97","7,062.08","6,690.77","847.02M","0.96%"
"03/02/2008","6,767.28","7,018.64","7,059.19","6,655.65","932.57M","-2.89%"
"27/01/2008","6,968.67","6,749.29","7,037.16","6,680.30","932.15M","2.23%"
"20/01/2008","6,816.74","7,292.68","7,292.68","6,384.40","1.80B","-6.80%"
"13/01/2008","7,314.17","7,692.54","7,759.17","7,287.29","1.09B","-5.23%"
"06/01/2008","7,717.95","7,810.82","7,923.44","7,675.45","925.07M","-1.16%"
"30/12/2007","7,808.69","8,045.97","8,100.64","7,780.27","419.75M","-3.21%"
"23/12/2007","8,067.32","8,038.73","8,073.99","7,991.81","121.61M","0.81%"
"16/12/2007","8,002.67","7,884.17","8,015.42","7,777.40","714.87M","0.68%"
"09/12/2007","7,948.36","7,972.70","8,117.79","7,873.27","646.98M","-0.57%"
"02/12/2007","7,994.07","7,859.39","8,009.76","7,785.12","697.35M","1.57%"
"25/11/2007","7,870.52","7,642.10","7,894.47","7,444.62","745.23M","3.44%"
"18/11/2007","7,608.96","7,608.20","7,634.46","7,474.51","862.69M","-0.04%"
"11/11/2007","7,612.26","7,780.49","7,866.01","7,564.66","887.27M","-2.56%"
"04/11/2007","7,812.40","7,790.89","7,918.92","7,701.87","845.62M","-0.47%"
"28/10/2007","7,849.49","7,989.40","8,038.41","7,792.37","617.09M","-1.25%"
"21/10/2007","7,949.17","7,819.28","7,970.57","7,763.64","764.13M","0.83%"
"14/10/2007","7,884.12","8,039.80","8,039.80","7,870.73","658.37M","-1.95%"
"07/10/2007","8,041.26","8,008.76","8,063.83","7,955.04","662.68M","0.49%"
"30/09/2007","8,002.18","7,851.29","8,014.16","7,831.40","585.73M","1.79%"
"23/09/2007","7,861.51","7,777.20","7,882.18","7,717.44","645.79M","0.86%"
"16/09/2007","7,794.43","7,497.09","7,809.24","7,433.23","913.69M","3.96%"
"09/09/2007","7,497.74","7,437.69","7,545.23","7,369.70","635.22M","0.82%"
"02/09/2007","7,436.63","7,643.64","7,725.34","7,420.83","608.22M","-2.64%"
"26/08/2007","7,638.17","7,525.59","7,659.72","7,353.82","550.79M","1.74%"
"19/08/2007","7,507.27","7,400.45","7,591.52","7,345.13","603.60M","1.75%"
"12/08/2007","7,378.29","7,380.18","7,497.65","7,190.36","1.08B","0.48%"
"05/08/2007","7,343.26","7,390.88","7,614.24","7,293.52","1.08B","-1.24%"
"29/07/2007","7,435.67","7,460.71","7,632.83","7,386.60","881.15M","-0.21%"
"22/07/2007","7,451.68","7,880.29","7,944.21","7,372.89","960.69M","-5.37%"
"15/07/2007","7,874.85","8,101.53","8,130.72","7,864.18","659.78M","-2.69%"
"08/07/2007","8,092.77","8,077.18","8,151.57","7,799.93","657.74M","0.55%"
"01/07/2007","8,048.32","7,969.27","8,115.06","7,916.47","516.58M","0.51%"
"24/06/2007","8,007.32","7,896.91","8,007.74","7,750.62","659.49M","0.73%"
"17/06/2007","7,949.63","8,044.73","8,131.73","7,905.18","740.12M","-1.01%"
"10/06/2007","8,030.64","7,623.33","8,032.97","7,595.69","1.07B","5.80%"
"03/06/2007","7,590.50","7,973.68","8,010.39","7,499.43","871.61M","-4.97%"
"27/05/2007","7,987.85","7,758.86","8,001.63","7,675.89","614.89M","3.21%"
"20/05/2007","7,739.20","7,614.04","7,774.36","7,599.49","756.07M","1.73%"
"13/05/2007","7,607.54","7,505.00","7,613.62","7,418.26","721.45M","1.71%"
"06/05/2007","7,479.34","7,523.95","7,538.59","7,304.61","692.72M","-0.50%"
"29/04/2007","7,516.76","7,369.24","7,526.51","7,361.36","647.43M","1.88%"
"22/04/2007","7,378.12","7,348.01","7,412.53","7,218.72","647.00M","0.48%"
"15/04/2007","7,342.54","7,229.06","7,366.59","7,155.05","720.02M","1.81%"
"08/04/2007","7,212.07","7,102.47","7,213.20","7,087.29","485.80M","1.58%"
"01/04/2007","7,099.91","6,911.13","7,103.73","6,891.80","515.13M","2.64%"
"25/03/2007","6,917.03","6,899.33","6,965.84","6,788.33","618.18M","0.26%"
"18/03/2007","6,899.06","6,622.76","6,902.62","6,614.14","789.74M","4.85%"
"11/03/2007","6,579.87","6,727.57","6,752.18","6,444.70","927.20M","-2.03%"
"04/03/2007","6,716.52","6,510.95","6,745.06","6,437.25","776.36M","1.71%"
"25/02/2007","6,603.32","6,992.12","7,040.20","6,544.28","1.12B","-5.57%"
"18/02/2007","6,992.58","6,967.53","7,012.34","6,922.36","652.38M","0.51%"
"11/02/2007","6,957.07","6,892.03","6,979.02","6,844.39","632.68M","0.67%"
"04/02/2007","6,911.11","6,878.67","6,928.98","6,849.85","654.29M","0.37%"
"28/01/2007","6,885.76","6,702.45","6,904.88","6,683.38","790.26M","2.92%"
"21/01/2007","6,690.34","6,753.73","6,771.42","6,627.96","725.72M","-0.84%"
"14/01/2007","6,747.17","6,719.53","6,754.55","6,651.68","629.14M","0.63%"
"07/01/2007","6,705.17","6,603.55","6,705.17","6,531.25","705.84M","1.70%"
"31/12/2006","6,593.09","6,614.73","6,704.04","6,588.03","462.89M","-0.06%"
"24/12/2006","6,596.92","6,525.99","6,629.33","6,525.76","138.25M","1.44%"
"17/12/2006","6,503.13","6,588.25","6,615.68","6,493.99","425.27M","-1.30%"
"10/12/2006","6,588.83","6,449.76","6,605.15","6,447.94","677.10M","2.51%"
"03/12/2006","6,427.41","6,258.91","6,440.56","6,230.30","537.70M","2.98%"
"26/11/2006","6,241.13","6,400.49","6,419.97","6,195.81","669.45M","-2.66%"
"19/11/2006","6,411.96","6,394.08","6,497.06","6,367.20","460.61M","-0.01%"
"12/11/2006","6,412.36","6,350.65","6,452.13","6,344.10","654.48M","0.86%"
"05/11/2006","6,357.77","6,249.92","6,366.65","6,249.92","625.03M","1.87%"
"29/10/2006","6,241.15","6,230.86","6,311.93","6,201.00","612.51M","-0.34%"
"22/10/2006","6,262.54","6,216.46","6,304.78","6,185.51","627.23M","0.96%"
"15/10/2006","6,202.82","6,178.36","6,218.57","6,106.19","515.19M","0.47%"
"08/10/2006","6,173.68","6,064.88","6,188.69","6,054.67","520.99M","1.44%"
"01/10/2006","6,085.82","6,019.34","6,097.87","5,944.57","544.16M","1.36%"
"24/09/2006","6,004.33","5,898.90","6,031.55","5,864.99","622.40M","2.06%"
"17/09/2006","5,883.32","5,932.51","5,979.87","5,857.89","625.41M","-0.92%"
